WL,CH1 IL,CH1 PDL,CH2 IL,CH2 PDL,CH3 IL,CH3 PDL,CH4 IL,CH4 PDL,
1264.152 ,4.01,0.08,31.50,0.93,51.60,2.19,52.32,11.90,
1264.164 ,4.00,0.08,31.43,0.97,51.61,1.56,51.65,6.60,
1264.176 ,4.00,0.08,31.37,0.98,51.71,1.46,51.65,7.09,
1264.188 ,3.99,0.07,31.34,0.93,51.49,2.21,51.63,6.12,
1264.200 ,3.98,0.07,31.35,0.84,51.14,1.65,51.38,5.64,
1264.212 ,3.98,0.07,31.36,0.73,51.25,0.57,51.19,4.03,
1264.224 ,3.98,0.07,31.37,0.61,51.22,2.03,51.38,4.25,
1264.236 ,3.98,0.07,31.36,0.53,51.45,2.75,51.31,4.54,
1264.248 ,3.97,0.07,31.33,0.50,52.10,2.41,51.14,5.29,
1264.260 ,3.96,0.08,31.29,0.52,52.38,5.16,51.11,5.14,
1264.272 ,3.96,0.08,31.27,0.55,52.24,3.62,51.38,4.50,
1264.284 ,3.97,0.09,31.26,0.60,52.69,4.15,51.54,5.40,
1264.296 ,3.97,0.09,31.25,0.61,52.65,2.10,51.09,5.12,
1264.308 ,3.96,0.10,31.23,0.64,52.70,3.88,51.51,6.53,
1264.320 ,3.96,0.10,31.23,0.63,52.71,2.58,52.03,8.58,
1264.332 ,3.96,0.10,31.21,0.62,53.00,3.33,52.12,5.87,
1264.344 ,3.96,0.11,31.18,0.64,53.20,3.64,51.53,5.79,
1264.356 ,3.95,0.12,31.13,0.70,52.40,2.55,51.49,5.58,
1264.368 ,3.95,0.12,31.07,0.76,52.38,1.53,51.87,5.76,
1264.380 ,3.94,0.13,31.01,0.86,52.54,2.39,51.79,3.54,
1264.392 ,3.94,0.14,30.99,0.94,52.13,3.00,52.12,8.41,
1264.404 ,3.94,0.15,30.98,0.96,52.00,2.12,52.05,7.12,
1264.416 ,3.94,0.16,30.99,0.95,51.37,2.09,51.84,6.19,
1264.428 ,3.93,0.17,31.02,0.84,51.49,1.81,51.70,7.17,
1264.440 ,3.93,0.17,31.06,0.77,51.13,1.12,51.20,3.15,
1264.452 ,3.93,0.18,31.09,0.67,50.92,1.53,51.27,4.45,
1264.464 ,3.92,0.19,31.06,0.60,50.73,1.35,51.27,5.93,
1264.476 ,3.92,0.20,31.02,0.60,50.59,2.18,50.67,6.03,
1264.488 ,3.92,0.21,30.96,0.65,50.68,1.99,51.07,5.18,
1264.500 ,3.92,0.22,30.88,0.75,50.82,2.70,51.70,6.70,
1264.512 ,3.92,0.23,30.82,0.84,50.84,1.36,51.32,4.36,
1264.524 ,3.92,0.24,30.76,0.95,51.10,1.91,51.17,4.81,
1264.536 ,3.92,0.26,30.73,0.99,50.97,1.91,51.18,4.12,
1264.548 ,3.92,0.26,30.72,1.02,50.96,0.55,51.52,5.21,
1264.560 ,3.92,0.28,30.72,1.00,50.67,0.91,50.83,5.09,
1264.572 ,3.92,0.30,30.72,0.97,51.19,1.19,50.83,4.59,
1264.584 ,3.92,0.31,30.71,0.97,50.92,1.53,50.49,4.68,
1264.596 ,3.92,0.33,30.70,1.02,51.55,1.66,50.42,5.77,
1264.608 ,3.93,0.34,30.69,1.08,51.93,5.53,50.30,3.90,
1264.620 ,3.93,0.35,30.65,1.16,51.78,2.39,50.68,4.82,
1264.632 ,3.94,0.37,30.62,1.26,52.65,3.53,51.05,6.31,
1264.644 ,3.93,0.39,30.59,1.38,52.73,5.94,51.17,5.37,
1264.656 ,3.93,0.40,30.59,1.47,52.93,3.55,51.66,9.02,
1264.668 ,3.94,0.41,30.59,1.53,51.78,2.94,51.37,6.57,
1264.680 ,3.94,0.43,30.59,1.56,52.24,3.18,51.63,5.15,
1264.692 ,3.94,0.44,30.58,1.60,52.40,2.25,51.51,5.27,
1264.704 ,3.93,0.46,30.53,1.68,52.16,0.52,51.48,8.49,
1264.716 ,3.93,0.47,30.48,1.74,52.40,0.84,51.40,6.97,
1264.728 ,3.94,0.47,30.42,1.88,52.51,5.41,51.68,7.41,
1264.740 ,3.94,0.49,30.36,1.99,52.84,1.21,51.64,9.87,
1264.752 ,3.93,0.50,30.31,2.09,52.66,0.38,51.35,10.26,
1264.764 ,3.93,0.51,30.31,2.15,52.03,0.74,50.94,7.94,
1264.776 ,3.93,0.53,30.35,2.13,51.06,1.64,50.98,8.32,
1264.788 ,3.93,0.54,30.40,2.09,50.72,1.38,50.62,6.26,
1264.800 ,3.93,0.55,30.45,2.01,50.14,2.05,50.17,5.46,
1264.812 ,3.92,0.56,30.48,1.95,50.00,2.70,50.55,4.92,
1264.824 ,3.91,0.56,30.46,1.93,50.14,2.03,50.34,5.10,
1264.836 ,3.91,0.57,30.42,1.95,50.36,1.70,49.86,4.99,
1264.848 ,3.91,0.58,30.35,1.98,50.66,2.44,50.31,7.44,
1264.860 ,3.91,0.59,30.28,2.07,51.03,3.19,50.71,6.63,
1264.872 ,3.90,0.59,30.19,2.15,51.16,0.81,51.03,5.77,
1264.884 ,3.90,0.60,30.14,2.21,51.06,2.08,51.03,6.45,
1264.896 ,3.90,0.60,30.11,2.23,50.76,2.85,50.55,10.22,
1264.908 ,3.89,0.60,30.10,2.20,50.42,2.73,50.38,7.06,
1264.920 ,3.88,0.61,30.10,2.17,50.83,2.80,50.47,6.53,
1264.932 ,3.88,0.60,30.11,2.09,51.37,2.72,50.43,5.39,
1264.944 ,3.87,0.60,30.10,2.05,51.35,2.68,50.53,6.94,
1264.956 ,3.87,0.60,30.07,2.04,51.36,3.87,50.37,6.19,
1264.968 ,3.87,0.60,30.04,2.06,52.03,5.52,50.54,6.15,
1264.980 ,3.86,0.59,30.00,2.12,52.23,4.82,50.40,6.89,
1264.992 ,3.85,0.59,29.96,2.16,52.41,5.74,50.75,6.31,
1265.004 ,3.84,0.58,29.93,2.19,52.87,5.04,50.80,6.67,
1265.016 ,3.83,0.58,29.91,2.20,52.86,5.83,50.55,5.72,
1265.028 ,3.82,0.57,29.91,2.20,52.33,3.11,51.20,6.54,
1265.040 ,3.81,0.56,29.89,2.16,52.17,4.04,50.95,9.21,
1265.052 ,3.80,0.55,29.87,2.13,52.59,3.14,50.81,5.04,
1265.064 ,3.79,0.54,29.82,2.11,52.65,3.55,51.33,5.93,
1265.076 ,3.78,0.53,29.76,2.14,52.50,3.38,51.42,5.89,
1265.088 ,3.77,0.52,29.70,2.21,51.99,1.82,51.67,8.44,
1265.100 ,3.76,0.51,29.63,2.23,52.07,0.63,51.53,11.28,
1265.112 ,3.75,0.49,29.59,2.26,52.09,2.27,51.34,9.03,
1265.124 ,3.74,0.48,29.58,2.25,51.65,4.21,51.31,9.72,
1265.136 ,3.73,0.46,29.60,2.15,51.23,3.64,50.81,6.93,
1265.148 ,3.72,0.45,29.64,2.04,51.02,1.81,50.88,4.78,
1265.160 ,3.71,0.43,29.69,1.90,50.63,2.19,51.21,5.75,
1265.172 ,3.70,0.42,29.71,1.75,50.48,3.14,50.26,4.71,
1265.184 ,3.69,0.40,29.70,1.63,50.41,2.79,50.59,5.99,
1265.196 ,3.69,0.39,29.67,1.56,50.93,3.31,50.77,5.08,
1265.208 ,3.68,0.37,29.60,1.53,50.99,2.58,51.31,6.57,
1265.220 ,3.67,0.35,29.52,1.53,51.16,2.47,52.20,8.35,
1265.232 ,3.66,0.34,29.44,1.54,51.19,2.15,51.67,7.40,
1265.244 ,3.65,0.32,29.39,1.54,50.74,1.67,51.41,4.79,
1265.256 ,3.63,0.30,29.35,1.51,50.61,2.58,51.32,4.34,
1265.268 ,3.62,0.29,29.31,1.43,51.05,2.98,51.48,4.37,
1265.280 ,3.62,0.28,29.31,1.30,51.23,2.21,51.45,5.43,
1265.292 ,3.61,0.26,29.31,1.16,51.65,3.78,51.39,4.79,
1265.304 ,3.60,0.24,29.30,1.07,51.29,5.81,50.70,4.08,
1265.316 ,3.59,0.23,29.27,0.99,51.36,4.95,51.18,4.62,
1265.328 ,3.58,0.21,29.23,0.96,52.28,4.89,51.20,4.53,
1265.340 ,3.57,0.19,29.19,0.94,52.13,4.28,50.82,5.57,
1265.352 ,3.56,0.18,29.16,0.95,52.52,5.65,50.96,4.66,
1265.364 ,3.55,0.16,29.14,0.94,52.30,4.80,51.62,5.06,
1265.376 ,3.54,0.15,29.11,0.92,53.16,10.73,51.92,6.52,
1265.388 ,3.53,0.14,29.10,0.89,53.19,4.33,52.57,7.14,
1265.400 ,3.52,0.12,29.09,0.82,52.26,3.93,52.80,4.51,
1265.412 ,3.51,0.11,29.05,0.80,53.11,3.15,52.76,5.78,
1265.424 ,3.50,0.10,29.01,0.80,52.60,1.64,51.73,5.40,
1265.436 ,3.49,0.08,28.96,0.81,53.80,6.19,51.73,6.36,
1265.448 ,3.48,0.08,28.90,0.85,53.01,2.71,52.37,5.47,
1265.460 ,3.48,0.07,28.85,0.87,53.06,2.45,52.71,3.60,
1265.472 ,3.47,0.06,28.83,0.90,52.21,1.84,53.04,5.39,
1265.484 ,3.46,0.07,28.82,0.88,51.78,1.57,51.69,3.90,
1265.496 ,3.46,0.06,28.83,0.80,52.22,1.81,51.67,3.87,
1265.508 ,3.45,0.06,28.85,0.70,52.22,2.36,51.80,3.91,
1265.520 ,3.45,0.07,28.87,0.59,51.62,3.60,52.24,2.71,
1265.532 ,3.45,0.07,28.87,0.51,51.45,2.07,52.58,4.68,
1265.544 ,3.44,0.08,28.86,0.40,51.14,2.08,51.84,4.35,
1265.556 ,3.44,0.08,28.83,0.37,51.30,1.76,52.00,3.72,
1265.568 ,3.44,0.08,28.79,0.37,51.54,2.54,52.29,4.93,
1265.580 ,3.44,0.09,28.73,0.41,51.66,0.92,51.66,2.64,
1265.592 ,3.43,0.10,28.67,0.43,51.52,1.88,52.30,3.36,
1265.604 ,3.43,0.10,28.63,0.46,51.46,2.44,52.05,3.13,
1265.616 ,3.43,0.11,28.60,0.42,50.80,1.28,51.96,3.37,
1265.628 ,3.43,0.11,28.59,0.37,51.08,1.61,51.84,3.53,
1265.640 ,3.43,0.11,28.58,0.31,51.25,3.47,51.73,2.83,
1265.652 ,3.43,0.12,28.56,0.24,51.50,2.38,51.03,2.77,
1265.664 ,3.42,0.12,28.53,0.21,51.65,4.64,51.43,2.83,
1265.676 ,3.42,0.12,28.50,0.20,51.52,4.31,50.94,3.40,
1265.688 ,3.42,0.13,28.47,0.22,52.17,4.98,50.59,2.95,
1265.700 ,3.41,0.14,28.45,0.25,52.23,3.46,51.06,2.06,
1265.712 ,3.41,0.14,28.43,0.30,52.77,5.70,51.75,2.55,
1265.724 ,3.41,0.14,28.41,0.34,52.77,4.29,52.21,3.60,
1265.736 ,3.42,0.14,28.41,0.36,53.08,6.04,51.70,2.62,
1265.748 ,3.42,0.14,28.39,0.39,52.63,4.29,51.67,1.59,
1265.760 ,3.41,0.15,28.36,0.43,52.64,5.02,51.90,2.47,
1265.772 ,3.41,0.15,28.32,0.45,52.44,4.55,51.42,3.93,
1265.784 ,3.41,0.15,28.29,0.50,53.21,1.69,52.32,3.10,
1265.796 ,3.41,0.16,28.25,0.59,52.40,1.63,52.12,2.54,
1265.808 ,3.41,0.16,28.19,0.69,52.61,4.00,52.35,3.89,
1265.820 ,3.41,0.17,28.16,0.77,52.35,2.09,51.85,3.87,
1265.832 ,3.41,0.17,28.14,0.83,51.93,2.95,51.58,4.76,
1265.844 ,3.42,0.18,28.15,0.89,50.98,1.58,50.99,3.91,
1265.856 ,3.42,0.19,28.18,0.90,50.70,2.04,51.52,3.91,
1265.868 ,3.42,0.19,28.19,0.89,50.51,3.51,51.00,2.94,
1265.880 ,3.42,0.19,28.21,0.88,50.36,2.33,50.74,2.00,
1265.892 ,3.43,0.21,28.22,0.88,50.64,3.76,50.91,3.32,
1265.904 ,3.44,0.22,28.21,0.89,50.73,2.13,50.88,3.05,
1265.916 ,3.44,0.23,28.16,0.95,50.69,1.91,50.99,2.59,
1265.928 ,3.44,0.25,28.11,1.00,50.82,3.19,50.93,2.61,
1265.940 ,3.44,0.25,28.05,1.07,50.77,2.52,51.00,1.70,
1265.952 ,3.45,0.27,28.01,1.16,50.86,1.27,50.73,2.90,
1265.964 ,3.46,0.28,27.98,1.20,51.28,1.57,50.57,3.90,
1265.976 ,3.46,0.29,27.96,1.25,50.88,1.70,50.75,3.03,
1265.988 ,3.46,0.30,27.95,1.28,50.82,1.54,50.69,4.29,
1266.000 ,3.46,0.32,27.94,1.29,51.01,1.24,50.19,2.92,
1266.012 ,3.46,0.33,27.92,1.30,51.25,2.57,50.23,4.73,
1266.024 ,3.46,0.34,27.90,1.34,51.41,2.63,50.86,3.84,
1266.036 ,3.46,0.36,27.86,1.38,52.42,5.28,50.55,4.53,
1266.048 ,3.45,0.36,27.83,1.43,52.82,4.16,50.76,5.17,
1266.060 ,3.46,0.38,27.80,1.49,52.91,2.53,50.70,4.24,
1266.072 ,3.46,0.40,27.79,1.55,52.08,4.79,51.30,4.01,
1266.084 ,3.46,0.41,27.78,1.59,52.09,4.16,51.53,3.70,
1266.096 ,3.46,0.41,27.77,1.63,52.59,3.51,51.20,4.47,
1266.108 ,3.45,0.43,27.76,1.64,52.24,3.11,51.45,4.27,
1266.120 ,3.46,0.44,27.75,1.68,52.01,3.09,51.32,3.01,
1266.132 ,3.46,0.45,27.72,1.71,52.42,2.63,50.72,2.93,
1266.144 ,3.46,0.47,27.67,1.75,52.94,2.29,51.25,3.50,
1266.156 ,3.45,0.47,27.60,1.80,52.47,3.08,51.68,3.61,
1266.168 ,3.44,0.48,27.54,1.88,52.60,2.78,51.76,5.32,
1266.180 ,3.45,0.49,27.52,1.95,51.78,1.01,51.25,4.08,
1266.192 ,3.45,0.50,27.50,1.99,51.07,2.21,51.25,4.13,
1266.204 ,3.44,0.50,27.51,2.00,50.98,2.33,51.38,5.04,
1266.216 ,3.44,0.51,27.52,1.98,50.50,2.56,50.41,4.45,
1266.228 ,3.44,0.51,27.55,1.94,50.11,2.75,50.63,4.24,
1266.240 ,3.44,0.51,27.57,1.90,50.67,3.92,50.46,3.29,
1266.252 ,3.44,0.52,27.57,1.84,51.02,2.68,50.81,4.14,
1266.264 ,3.43,0.52,27.54,1.82,50.62,1.07,51.08,4.47,
1266.276 ,3.42,0.52,27.50,1.81,50.90,1.15,50.89,4.20,
1266.288 ,3.42,0.52,27.43,1.82,51.43,2.40,50.85,4.58,
1266.300 ,3.42,0.52,27.38,1.85,51.35,2.00,51.25,3.59,
1266.312 ,3.41,0.52,27.32,1.85,51.39,2.82,51.26,4.79,
1266.324 ,3.40,0.52,27.28,1.85,51.77,2.61,50.91,6.09,
1266.336 ,3.39,0.51,27.24,1.81,51.72,1.49,51.03,5.08,
1266.348 ,3.38,0.51,27.22,1.75,51.19,3.29,50.44,4.25,
1266.360 ,3.38,0.50,27.21,1.70,51.97,4.77,50.41,4.21,
1266.372 ,3.37,0.49,27.18,1.63,52.50,2.79,50.23,2.92,
1266.384 ,3.36,0.48,27.14,1.59,52.01,2.68,50.46,4.28,
1266.396 ,3.35,0.47,27.10,1.56,52.67,3.51,50.87,4.28,
1266.408 ,3.34,0.47,27.07,1.54,52.88,3.89,50.62,4.67,
1266.420 ,3.34,0.46,27.04,1.54,52.96,6.60,50.98,3.92,
1266.432 ,3.33,0.45,27.01,1.51,53.34,4.94,51.20,5.82,
1266.444 ,3.31,0.44,26.98,1.48,52.72,3.96,51.28,5.38,
1266.456 ,3.31,0.42,26.97,1.43,52.55,2.90,51.37,4.03,
1266.468 ,3.29,0.41,26.94,1.39,52.58,2.05,51.31,3.71,
1266.480 ,3.28,0.40,26.91,1.33,53.05,2.27,51.95,4.49,
1266.492 ,3.27,0.39,26.87,1.29,52.77,2.44,51.90,3.84,
1266.504 ,3.26,0.37,26.83,1.27,52.47,1.92,51.75,4.49,
1266.516 ,3.25,0.36,26.77,1.27,52.99,2.78,51.82,2.49,
1266.528 ,3.25,0.35,26.72,1.28,52.92,2.67,52.41,4.28,
1266.540 ,3.24,0.33,26.67,1.29,53.09,3.99,51.87,5.31,
1266.552 ,3.23,0.32,26.64,1.27,52.78,7.33,51.98,4.64,
1266.564 ,3.23,0.31,26.65,1.22,51.69,1.68,52.03,5.34,
1266.576 ,3.22,0.29,26.65,1.14,51.42,2.73,52.09,4.99,
1266.588 ,3.21,0.28,26.67,1.05,51.94,3.96,51.59,3.36,
1266.600 ,3.21,0.27,26.67,0.94,52.36,0.81,52.09,3.41,
1266.612 ,3.20,0.25,26.66,0.86,52.36,1.22,52.12,5.29,
1266.624 ,3.19,0.24,26.64,0.80,52.45,1.84,51.78,4.01,
1266.636 ,3.19,0.22,26.60,0.76,53.09,0.66,51.50,3.94,
1266.648 ,3.18,0.21,26.54,0.73,52.43,4.54,51.60,4.61,
1266.660 ,3.17,0.19,26.49,0.72,52.60,4.09,52.47,3.87,
1266.672 ,3.16,0.18,26.44,0.71,51.85,3.22,52.20,4.24,
1266.684 ,3.16,0.17,26.40,0.68,52.58,3.67,51.85,3.94,
1266.696 ,3.15,0.16,26.37,0.63,52.57,2.91,51.67,5.02,
1266.708 ,3.14,0.15,26.34,0.56,52.20,2.93,51.50,4.39,
1266.720 ,3.13,0.13,26.32,0.47,52.56,2.80,51.75,2.75,
1266.732 ,3.13,0.12,26.29,0.40,52.60,4.13,52.20,5.05,
1266.744 ,3.12,0.11,26.26,0.35,53.35,4.92,51.95,5.21,
1266.756 ,3.11,0.11,26.23,0.32,52.79,3.20,51.83,5.72,
1266.768 ,3.11,0.10,26.20,0.29,52.64,3.74,51.84,3.36,
1266.780 ,3.10,0.09,26.17,0.28,53.30,7.53,51.97,2.57,
1266.792 ,3.10,0.08,26.15,0.26,53.42,5.81,52.02,2.48,
1266.804 ,3.09,0.09,26.13,0.25,53.74,5.85,51.99,1.68,
1266.816 ,3.08,0.09,26.10,0.21,54.98,7.35,52.63,3.54,
1266.828 ,3.07,0.08,26.08,0.19,53.63,3.93,52.45,3.79,
1266.840 ,3.07,0.09,26.06,0.17,53.37,3.14,53.11,3.19,
1266.852 ,3.06,0.09,26.02,0.15,53.82,2.59,52.26,5.14,
1266.864 ,3.06,0.10,25.98,0.16,53.39,2.55,52.78,3.50,
1266.876 ,3.05,0.10,25.93,0.19,53.62,2.19,52.90,3.17,
1266.888 ,3.05,0.11,25.90,0.21,53.28,3.28,52.56,2.84,
1266.900 ,3.05,0.11,25.87,0.22,53.23,4.12,52.59,3.67,
1266.912 ,3.04,0.11,25.85,0.24,52.87,2.90,52.75,5.19,
1266.924 ,3.04,0.12,25.84,0.22,52.40,2.04,52.48,2.23,
1266.936 ,3.04,0.12,25.84,0.18,52.07,2.98,52.41,3.42,
1266.948 ,3.04,0.12,25.84,0.15,52.35,3.60,51.82,3.49,
1266.960 ,3.04,0.12,25.85,0.12,52.36,3.46,51.57,4.27,
1266.972 ,3.04,0.13,25.84,0.11,52.41,2.10,51.61,2.26,
1266.984 ,3.04,0.13,25.81,0.11,52.76,1.53,52.14,3.23,
1266.996 ,3.03,0.13,25.77,0.12,52.53,2.23,52.13,2.15,
1267.008 ,3.03,0.12,25.73,0.13,52.93,3.94,51.72,2.74,
1267.020 ,3.04,0.13,25.70,0.16,52.59,3.77,52.15,2.07,
1267.032 ,3.04,0.13,25.66,0.20,52.93,3.62,51.69,3.85,
1267.044 ,3.04,0.13,25.63,0.23,52.45,3.96,51.47,2.96,
1267.056 ,3.04,0.12,25.61,0.26,52.84,2.34,51.69,3.26,
1267.068 ,3.04,0.12,25.58,0.28,53.50,1.34,51.63,3.72,
1267.080 ,3.04,0.12,25.56,0.29,52.64,3.48,51.56,2.79,
1267.092 ,3.04,0.12,25.54,0.31,53.34,3.98,51.40,2.68,
1267.104 ,3.04,0.12,25.51,0.34,53.31,1.83,51.33,4.02,
1267.116 ,3.05,0.12,25.49,0.38,53.96,5.29,51.70,2.20,
1267.128 ,3.05,0.12,25.47,0.41,53.84,3.51,51.45,1.78,
1267.140 ,3.05,0.12,25.46,0.46,54.81,3.42,51.44,1.29,
1267.152 ,3.05,0.12,25.44,0.50,54.03,2.12,51.63,3.75,
1267.164 ,3.05,0.12,25.43,0.53,53.80,3.39,52.25,4.29,
1267.176 ,3.06,0.12,25.41,0.57,53.77,0.21,52.00,4.40,
1267.188 ,3.06,0.13,25.40,0.61,54.57,5.02,51.77,2.80,
1267.200 ,3.06,0.13,25.38,0.64,53.51,4.29,51.65,3.52,
1267.212 ,3.06,0.13,25.34,0.69,54.17,4.00,52.10,3.36,
1267.224 ,3.07,0.14,25.31,0.74,54.64,1.69,52.36,3.52,
1267.236 ,3.07,0.14,25.27,0.80,54.10,17.27,52.02,2.71,
1267.248 ,3.08,0.15,25.24,0.87,52.74,2.44,51.89,5.07,
1267.260 ,3.08,0.16,25.22,0.93,52.74,2.43,51.44,3.15,
1267.272 ,3.09,0.17,25.22,0.99,51.93,2.82,51.36,2.59,
1267.284 ,3.09,0.18,25.23,1.03,51.89,4.53,51.49,3.12,
1267.296 ,3.09,0.20,25.24,1.07,51.39,5.34,51.45,3.53,
1267.308 ,3.10,0.20,25.25,1.07,51.35,4.45,51.27,2.34,
1267.320 ,3.10,0.21,25.24,1.10,51.35,4.74,51.08,5.04,
1267.332 ,3.10,0.23,25.22,1.13,52.65,3.22,51.33,1.38,
1267.344 ,3.10,0.24,25.19,1.15,52.27,3.05,51.48,3.15,
1267.356 ,3.10,0.25,25.16,1.19,52.07,3.46,50.94,0.83,
1267.368 ,3.10,0.27,25.11,1.23,52.67,3.10,51.24,0.80,
1267.380 ,3.10,0.28,25.07,1.28,52.51,2.40,51.70,6.83,
1267.392 ,3.10,0.29,25.04,1.31,52.65,5.16,51.26,2.61,
1267.404 ,3.10,0.30,25.01,1.35,52.85,2.62,51.43,5.91,
1267.416 ,3.10,0.32,24.98,1.37,52.72,1.40,51.00,1.69,
1267.428 ,3.10,0.33,24.96,1.38,53.28,4.07,51.30,2.58,
1267.440 ,3.10,0.34,24.93,1.40,53.57,3.33,50.92,1.41,
1267.452 ,3.10,0.35,24.90,1.41,53.93,4.92,51.08,4.70,
1267.464 ,3.10,0.36,24.88,1.44,53.87,5.40,51.13,1.21,
1267.476 ,3.10,0.37,24.85,1.46,54.76,3.08,51.22,2.61,
1267.488 ,3.10,0.39,24.82,1.49,55.44,4.47,51.07,2.80,
1267.500 ,3.10,0.39,24.81,1.50,53.96,2.38,51.68,1.27,
1267.512 ,3.10,0.40,24.80,1.53,53.67,5.06,51.85,2.83,
1267.524 ,3.10,0.41,24.79,1.55,54.11,7.05,52.23,2.78,
1267.536 ,3.10,0.42,24.78,1.54,53.29,3.20,51.48,3.10,
1267.548 ,3.10,0.43,24.76,1.54,53.92,3.12,52.28,3.11,
1267.560 ,3.09,0.44,24.73,1.54,54.76,2.35,52.29,4.23,
1267.572 ,3.09,0.44,24.69,1.55,55.15,5.96,52.54,2.71,
1267.584 ,3.08,0.45,24.65,1.57,54.38,5.26,52.74,3.40,
1267.596 ,3.08,0.45,24.61,1.60,53.74,6.00,52.70,4.81,
1267.608 ,3.07,0.45,24.56,1.61,52.95,6.05,52.52,5.91,
1267.620 ,3.07,0.46,24.53,1.63,52.22,5.25,52.20,6.01,
1267.632 ,3.06,0.45,24.51,1.63,52.16,4.18,52.28,2.29,
1267.644 ,3.06,0.46,24.51,1.60,52.03,4.06,51.82,0.99,
1267.656 ,3.05,0.46,24.51,1.56,52.16,5.24,51.86,3.93,
1267.668 ,3.04,0.46,24.51,1.52,52.06,6.02,51.74,4.00,
1267.680 ,3.04,0.45,24.50,1.46,52.35,4.47,52.02,5.59,
1267.692 ,3.03,0.45,24.48,1.42,52.73,3.65,51.68,4.14,
1267.704 ,3.02,0.45,24.45,1.39,52.75,4.14,51.57,3.40,
1267.716 ,3.01,0.44,24.41,1.37,53.30,8.12,51.84,3.83,
1267.728 ,3.00,0.44,24.36,1.35,53.64,6.28,52.25,2.00,
1267.740 ,3.00,0.44,24.31,1.34,53.62,4.38,52.85,4.20,
1267.752 ,2.99,0.43,24.27,1.31,52.63,2.08,52.49,2.67,
1267.764 ,2.98,0.43,24.23,1.27,54.20,2.34,52.49,3.42,
1267.776 ,2.97,0.42,24.19,1.23,53.91,1.75,52.34,4.28,
1267.788 ,2.96,0.41,24.15,1.17,54.81,12.47,51.85,4.64,
1267.800 ,2.95,0.40,24.11,1.11,54.61,6.50,51.73,4.69,
1267.812 ,2.95,0.39,24.09,1.05,54.78,2.78,51.24,4.04,
1267.824 ,2.94,0.38,24.05,1.01,55.27,5.19,51.45,3.64,
1267.836 ,2.93,0.37,24.02,0.98,55.25,5.35,52.16,3.70,
1267.848 ,2.93,0.36,23.99,0.95,54.67,6.17,52.33,2.61,
1267.860 ,2.93,0.35,23.97,0.92,53.85,2.02,52.17,3.52,
1267.872 ,2.92,0.34,23.95,0.89,54.78,4.53,51.92,2.57,
1267.884 ,2.92,0.32,23.94,0.85,54.10,3.62,52.32,2.27,
1267.896 ,2.91,0.31,23.92,0.80,53.85,1.33,53.03,4.13,
1267.908 ,2.90,0.30,23.90,0.76,55.08,1.98,53.40,4.23,
1267.920 ,2.90,0.29,23.87,0.71,54.83,6.40,53.22,4.20,
1267.932 ,2.89,0.27,23.83,0.69,54.56,4.12,53.42,5.15,
1267.944 ,2.88,0.26,23.79,0.68,54.45,1.04,53.31,4.75,
1267.956 ,2.88,0.25,23.75,0.67,54.44,5.67,53.20,6.20,
1267.968 ,2.88,0.24,23.71,0.67,53.80,4.45,53.23,3.78,
1267.980 ,2.87,0.22,23.67,0.66,53.03,7.42,52.50,4.32,
1267.992 ,2.86,0.20,23.65,0.64,52.99,4.30,52.73,2.42,
1268.004 ,2.85,0.19,23.64,0.60,53.24,3.38,52.76,4.19,
1268.016 ,2.85,0.18,23.63,0.55,53.09,6.48,52.74,4.58,
1268.028 ,2.84,0.17,23.62,0.48,52.73,7.78,52.38,4.07,
1268.040 ,2.84,0.15,23.61,0.43,53.90,2.54,53.14,3.37,
1268.052 ,2.83,0.14,23.59,0.40,53.58,3.47,52.53,3.88,
1268.064 ,2.82,0.13,23.56,0.37,54.52,5.10,52.64,2.77,
1268.076 ,2.82,0.12,23.52,0.35,55.76,3.61,52.58,2.86,
1268.088 ,2.81,0.11,23.49,0.34,54.70,3.52,52.31,3.53,
1268.100 ,2.80,0.10,23.45,0.32,53.89,6.13,52.99,6.94,
1268.112 ,2.79,0.09,23.41,0.31,55.11,3.32,52.43,5.53,
1268.124 ,2.78,0.08,23.37,0.30,55.40,3.62,52.61,8.16,
1268.136 ,2.78,0.08,23.34,0.28,54.41,4.34,52.50,4.66,
1268.148 ,2.77,0.07,23.31,0.25,55.07,4.30,52.33,2.73,
1268.160 ,2.77,0.06,23.28,0.24,56.03,2.24,52.18,2.38,
1268.172 ,2.76,0.07,23.25,0.23,55.26,6.08,51.97,3.13,
1268.184 ,2.76,0.06,23.22,0.22,55.02,2.53,52.22,3.23,
1268.196 ,2.76,0.06,23.20,0.22,55.72,2.55,52.44,2.35,
1268.208 ,2.76,0.06,23.17,0.21,55.14,4.57,52.07,2.41,
1268.220 ,2.76,0.06,23.15,0.21,55.69,8.63,52.52,4.85,
1268.232 ,2.75,0.06,23.14,0.20,55.40,11.06,52.67,4.30,
1268.244 ,2.75,0.07,23.12,0.20,55.55,3.01,53.34,4.50,
1268.256 ,2.76,0.08,23.10,0.19,56.09,3.11,53.60,4.08,
1268.268 ,2.76,0.08,23.09,0.21,54.91,2.23,53.23,4.63,
1268.280 ,2.75,0.08,23.06,0.21,54.93,7.55,52.83,3.92,
1268.292 ,2.75,0.08,23.02,0.20,54.52,5.68,53.39,6.08,
1268.304 ,2.75,0.09,22.98,0.20,55.21,4.82,53.81,5.85,
1268.316 ,2.76,0.09,22.95,0.21,53.83,6.42,53.70,3.52,
